datetime,open,high,low,close,volume,MA for 10 days,MA for 50 days,MA for 100 days,26_ema,12_ema,MACD,RSI_14D
2016-07-19 21:30:00,24.89,25.0,24.835,24.9675,95119696.0,0.0,0.0,0.0,24.9675,24.9675,0.0,0.0
2016-07-20 21:30:00,25.0,25.115,24.93375,24.99,105103872.0,0.0,0.0,0.0,24.97918269230769,24.979687499999997,0.0005048076923088729,0.0
2016-07-21 21:30:00,24.9575,25.25,24.7825,24.8575,130808112.0,0.0,0.0,0.0,24.935463282405127,24.931997690531176,-0.0034655918739510128,0.0
2016-07-22 21:30:00,24.815,24.825,24.5775,24.665,113254676.0,0.0,0.0,0.0,24.859853567776387,24.847716954022985,-0.012136613753401804,0.0
2016-07-25 21:30:00,24.5625,24.71,24.23,24.335,161531684.0,0.0,0.0,0.0,24.738137860598584,24.70841359005336,-0.02972427054522342,0.0
2016-07-26 21:30:00,24.205,24.4925,24.105,24.1675,224959288.0,0.0,0.0,0.0,24.623843648364993,24.576943130312163,-0.04690051805282991,0.0
2016-07-27 21:30:00,26.06625,26.0875,25.6875,25.7375,369379280.0,0.0,0.0,0.0,24.821901657461787,24.835917335304355,0.014015677842568408,0.0
2016-07-28 21:30:00,25.7075,26.1125,25.705,26.085,159479356.0,0.0,0.0,0.0,25.025418097906893,25.096581635182645,0.07116353727575131,0.0
2016-07-29 21:30:00,26.0475,26.1375,25.92,26.0525,110934752.0,0.0,0.0,0.0,25.177654183261417,25.28569631172111,0.10804212845969374,0.0
2016-08-01 21:30:00,26.1025,26.5375,26.1025,26.5125,152671484.0,25.237000000000002,0.0,0.0,25.361849914333618,25.518175133859575,0.15632521952595724,0.0
2016-08-02 21:30:00,26.5125,26.5175,26.0,26.12,135266224.0,25.35225,0.0,0.0,25.46018222062684,25.62829457334081,0.16811235271396896,0.0
2016-08-03 21:30:00,26.2025,26.46,26.1925,26.4475,120810564.0,25.497999999999998,0.0,0.0,25.58148976640809,25.773946608864435,0.19245684245634465,0.0
2016-08-04 21:30:00,26.395,26.5,26.32,26.4675,109634600.0,25.659000000000002,0.0,0.0,25.68528570546056,25.89437382530035,0.20908811983978737,0.0
2016-08-05 21:30:00,26.5675,26.9125,26.545,26.87,162213608.0,25.8795,0.0,0.0,25.818343219745554,26.060491812856178,0.24214859311062398,68.39772007599748
2016-08-08 21:30:00,26.88,27.0925,26.79,27.0925,112148880.0,26.155250000000002,0.0,0.0,25.95617577235136,26.233370851566384,0.27719507921502284,66.97004798940925
2016-08-09 21:30:00,27.0575,27.235,27.0025,27.2025,105260816.0,26.45875,0.0,0.0,26.086551524872547,26.393527084497013,0.30697555962446543,67.53415744957714
2016-08-10 21:30:00,27.1775,27.225,26.94,27.0,96034020.0,26.585,0.0,0.0,26.179274522124018,26.492620686056913,0.31334616393289494,66.32587859424916
