datetime,open,high,low,close,volume,MA for 10 days,MA for 50 days,MA for 100 days,26_ema,12_ema,MACD,RSI_14D
2016-04-22 09:00:00,3.84,3.844,3.82,3.828,58343000.0,0.0,0.0,0.0,3.828,3.828,0.0,0.0
2016-04-25 09:00:00,3.82,3.828,3.808,3.824,28849500.0,0.0,0.0,0.0,3.8259230769230763,3.8258333333333328,-8.974358974356278e-05,0.0
2016-04-26 09:00:00,3.828,3.828,3.748,3.768,40550000.0,0.0,0.0,0.0,3.8051118777723016,3.8032609699769044,-0.0018509077953972053,0.0
2016-04-27 09:00:00,3.768,3.772,3.744,3.752,26332000.0,0.0,0.0,0.0,3.790264117713896,3.7870798850574703,-0.003184232656425756,0.0
2016-04-28 09:00:00,3.76,3.776,3.728,3.74,40222500.0,0.0,0.0,0.0,3.7786076614967183,3.7742884485497656,-0.0043192129469527,0.0
2016-04-29 09:00:00,3.736,3.748,3.712,3.74,60366500.00000001,0.0,0.0,0.0,3.7708748548225874,3.7659545516435973,-0.004920303178990171,0.0
2016-05-03 09:00:00,3.78,3.82,3.704,3.712,20143000.0,0.0,0.0,0.0,3.7604042670915474,3.7539147822169,-0.006489484874647289,0.0
2016-05-04 09:00:00,3.716,3.792,3.712,3.784,16750500.0,0.0,0.0,0.0,3.7642061243258556,3.7601931034615776,-0.004013020864277905,0.0
2016-05-05 09:00:00,3.748,3.772,3.736,3.752,16735500.0,0.0,0.0,0.0,3.7623969087404845,3.7585722159799584,-0.003824692760526105,0.0
2016-05-06 09:00:00,3.752,3.8,3.72,3.792,14570000.0,3.7692,0.0,0.0,3.766481847216649,3.764906768060235,-0.0015750791564141942,0.0
2016-05-09 09:00:00,3.764,3.832,3.764,3.812,26326500.0,3.7675999999999994,0.0,0.0,3.7723855660528214,3.773523694007188,0.001138127954366741,0.0
2016-05-10 09:00:00,3.824,3.84,3.772,3.796,43549999.99999999,3.7647999999999997,0.0,0.0,3.7752869713419717,3.7775199074261536,0.002232936084181958,0.0
2016-05-11 09:00:00,3.8,3.82,3.788,3.792,24530500.0,3.7672,0.0,0.0,3.777244899634671,3.780034201588204,0.0027893019535332186,0.0
2016-05-12 09:00:00,3.788,3.812,3.78,3.8,12782000.0,3.772,0.0,0.0,3.779800568208834,3.7834337395855666,0.00363317137673258,62.499999999999986
2016-05-13 09:00:00,3.812,3.82,3.78,3.808,35661000.0,3.7787999999999995,0.0,0.0,3.7828510559714417,3.787549008764686,0.004697952793244475,58.49802371541501
2016-05-16 09:00:00,3.792,3.808,3.792,3.8,23152500.0,3.7847999999999997,0.0,0.0,3.784644976392041,3.7896066332368457,0.004961656844804541,57.92563600782778
2016-05-17 09:00:00,3.8,3.84,3.8,3.832,24529000.0,3.7968,0.0,0.0,3.789451924833475,3.7965334246687874,0.007081499835312588,64.41717791411047
2016-05-18 09:00:00,3.824,3.856,3.804,3.832,31069000.0,3.801599999999999,0.0,0.0,3.793655599645498,3.8022736224804765,0.00861802283497859,64.28571428571433
2016-05-19 09:00:00,3.808,3.824,3.78,3.82,27815500.0,3.8084,0.0,0.0,3.796195581040295,3.8051198278120433,0.008924246771748301,64.28571428571423
2016-05-20 09:00:00,3.82,3.836,3.8,3.832,17360000.0,3.8123999999999993,0.0,0.0,3.7995722098890683,3.8094069989744637,0.009834789085395368,62.2030237580993
2016-05-23 09:00:00,3.832,3.86,3.808,3.856,15914000.0,3.8167999999999997,0.0,0.0,3.8047882406922797,3.8167964881371432,0.012008247444863507,65.21739130434779
2016-05-24 09:00:00,3.856,3.86,3.832,3.836,23084000.0,3.8207999999999998,0.0,0.0,3.80762134562013,3.8198276993933993,0.012206353773269285,57.294429708222815
2016-05-25 09:00:00,3.852,3.86,3.832,3.844,15418000.0,3.8259999999999996,0.0,0.0,3.8108692241072553,3.823628014237973,0.012758790130717568,61.29032258064516
2016-05-26 09:00:00,3.824,3.848,3.82,3.828,19831500.0,3.8288,0.0,0.0,3.812375748343348,3.824313058330446,0.011937309987097855,55.813953488372086
2016-05-27 09:00:00,3.848,3.848,3.82,3.828,19773500.0,3.8308,0.0,0.0,3.8137309898422336,3.8248891252980006,0.011158135455767049,54.76190476190476
2016-05-30 09:00:00,3.84,3.84,3.82,3.824,16848000.0,3.8331999999999993,0.0,0.0,3.8146105793086083,3.8247505362136938,0.010139956905085512,58.97435897435897
2016-05-31 09:00:00,3.82,3.844,3.816,3.824,89880000.0,3.8324,0.0,0.0,3.8154056206481637,3.8246337856180244,0.009228164969860675,56.09756097560975
2016-06-01 09:00:00,3.832,3.832,3.784,3.784,22015500.0,3.8276000000000003,0.0,0.0,3.812774268567867,3.818323737240782,0.005549468672914948,50.199203187250994
2016-06-02 09:00:00,3.796,3.832,3.796,3.808,31276500.0,3.8264000000000005,0.0,0.0,3.812378099165165,3.816722869521674,0.004344770356509375,54.545454545454554
2016-06-03 09:00:00,3.808,3.828,3.808,3.824,15292000.0,3.8256,0.0,0.0,3.813333972889461,3.81784993440844,0.004515961518978706,51.236749116607776
2016-06-06 09:00:00,3.824,3.84,3.808,3.82,17636500.0,3.822,0.0,0.0,3.8138777928383,3.8181825883881855,0.004304795549885387,51.21951219512196
2016-06-07 09:00:00,3.812,3.84,3.812,3.824,29103000.0,3.8207999999999998,0.0,0.0,3.814697418067875,3.8190818629497882,0.00438444488191303,47.82608695652174
2016-06-08 09:00:00,3.832,3.848,3.82,3.828,22146000.0,3.8192,0.0,0.0,3.8157671874715406,3.8204594423683056,0.004692254896764947,43.89312977099236
2016-06-09 09:00:00,3.84,3.84,3.804,3.808,22196000.0,3.8171999999999997,0.0,0.0,3.8151465020983397,3.8185360383709663,0.0033895362726266143,43.47826086956521
2016-06-10 09:00:00,3.824,3.828,3.808,3.808,10270000.0,3.8152,0.0,0.0,3.814578730607389,3.8169104131855764,0.0023316825781876105,39.25233644859813
2016-06-13 09:00:00,3.808,3.816,3.744,3.808,8576000.0,3.8136,0.0,0.0,3.814058860589308,3.815536221284435,0.0014773606951270501,40.0
2016-06-14 09:00:00,3.816,3.836,3.8,3.836,13609500.0,3.8147999999999995,0.0,0.0,3.8157841736963847,3.8186910201805846,0.002906846484199921,47.5
2016-06-15 09:00:00,3.832,3.836,3.816,3.828,21329500.0,3.8192,0.0,0.0,3.8167403893995355,3.8201256817914437,0.0033852923919082123,50.0
2016-06-16 09:00:00,3.836,3.836,3.82,3.828,26752000.0,3.8211999999999997,0.0,0.0,3.8176180669724427,3.8213389120273997,0.003720845054957067,50.0
2016-06-17 09:00:00,3.832,3.836,3.824,3.828,17927500.0,3.8216,0.0,0.0,3.8184242063987197,3.822364980522088,0.003940774123368129,45.78313253012048
2016-06-20 09:00:00,3.832,3.848,3.828,3.832,19988000.0,3.8228,0.0,0.0,3.8194745893580175,3.823848864551082,0.004374275193064658,42.5531914893617
2016-06-21 09:00:00,3.844,3.86,3.828,3.848,15009000.0,3.8252,0.0,0.0,3.8216743961473347,3.827567760311396,0.005893364164061055,56.25
2016-06-23 09:00:00,3.848,3.86,3.844,3.852,22020500.0,3.8275999999999994,0.0,0.0,3.8240059335045045,3.8313294220415193,0.007323488537014811,50.442477876106196
2016-06-24 09:00:00,3.86,3.86,3.808,3.84,24754000.0,3.8308,0.0,0.0,3.825232167714128,3.832664214513861,0.007432046799733083,47.61904761904762
2016-06-27 09:00:00,3.836,3.864,3.804,3.856,10991000.0,3.8355999999999995,0.0,0.0,3.827584974861349,3.8362562877415227,0.008671312880173865,44.881889763779526
2016-06-28 09:00:00,3.852,3.856,3.816,3.836,35130000.0,3.8384,0.0,0.0,3.828226931482576,3.836216840716278,0.007989909233702353,44.44444444444444
2016-06-29 09:00:00,3.848,3.876,3.828,3.86,25562000.0,3.8408,0.0,0.0,3.830645450157227,3.839877212737439,0.009231762580212077,50.54945054945055
2016-06-30 09:00:00,3.868,3.884,3.868,3.88,71154000.0,3.845999999999999,0.0,0.0,3.8343945801557364,3.8460519824798363,0.011657402324099841,54.54545454545455
