datetime,open,high,low,close,volume,MA for 10 days,MA for 50 days,MA for 100 days,26_ema,12_ema,MACD,RSI_14D
2016-04-26 09:00:00,3.828,3.828,3.748,3.768,40550000.0,0.0,0.0,0.0,3.768,3.768,0.0,0.0
2016-04-27 09:00:00,3.768,3.772,3.744,3.752,26332000.0,0.0,0.0,0.0,3.7596923076923074,3.7593333333333327,-0.0003589743589746952,0.0
2016-04-28 09:00:00,3.76,3.776,3.728,3.74,40222500.0,0.0,0.0,0.0,3.7526170527353377,3.75178752886836,-0.000829523866977766,0.0
2016-04-29 09:00:00,3.736,3.748,3.712,3.74,60366500.00000001,0.0,0.0,0.0,3.7490898761504377,3.748066666666667,-0.0010232094837707706,0.0
2016-05-03 09:00:00,3.78,3.82,3.704,3.712,20143000.0,0.0,0.0,0.0,3.740488580890289,3.7382674822347584,-0.00222109865553044,0.0
2016-05-04 09:00:00,3.716,3.792,3.712,3.784,16750500.0,0.0,0.0,0.0,3.7492035711033345,3.7493828900305313,0.0001793189271968032,0.0
2016-05-05 09:00:00,3.748,3.772,3.736,3.752,16735500.0,0.0,0.0,0.0,3.749700901486303,3.7499668889636495,0.0002659874773462967,0.0
2016-05-06 09:00:00,3.752,3.8,3.72,3.792,14570000.0,0.0,0.0,0.0,3.756516334357702,3.7587385513761333,0.002222217018431394,0.0
2016-05-09 09:00:00,3.764,3.832,3.764,3.812,26326500.0,0.0,0.0,0.0,3.764740231635309,3.7692755616472957,0.0045353300119868045,0.0
2016-05-10 09:00:00,3.824,3.84,3.772,3.796,43549999.99999999,3.7647999999999997,0.0,0.0,3.769053775428067,3.77433983232883,0.005286056900763114,0.0
2016-05-11 09:00:00,3.8,3.82,3.788,3.792,24530500.0,3.7672,0.0,0.0,3.772029908024421,3.7775712171959364,0.005541309171515518,0.0
2016-05-12 09:00:00,3.788,3.812,3.78,3.8,12782000.0,3.7720000000000007,0.0,0.0,3.775466474531901,3.781558981147955,0.006092506616053761,0.0
2016-05-13 09:00:00,3.812,3.82,3.78,3.808,35661000.0,3.7788000000000004,0.0,0.0,3.7792777711723007,3.7861501465013068,0.006872375329006086,0.0
2016-05-16 09:00:00,3.792,3.808,3.792,3.8,23152500.0,3.7847999999999997,0.0,0.0,3.7816051240800586,3.7885083343511297,0.006903210271071103,64.10891089108912
2016-05-17 09:00:00,3.8,3.84,3.8,3.832,24529000.0,3.7967999999999997,0.0,0.0,3.78705661521046,3.7957939328986487,0.00873731768818864,64.41717791411047
2016-05-18 09:00:00,3.824,3.856,3.804,3.832,31069000.0,3.8015999999999996,0.0,0.0,3.791758062460539,3.8017772709558706,0.010019208495331444,64.28571428571433
2016-05-19 09:00:00,3.808,3.824,3.78,3.82,27815500.0,3.8084000000000002,0.0,0.0,3.7946248657539403,3.804754742505009,0.01012987675106869,64.28571428571423
2016-05-20 09:00:00,3.82,3.836,3.8,3.832,17360000.0,3.8123999999999993,0.0,0.0,3.7983174631231806,3.8091643356498546,0.010846872526673934,62.2030237580993
2016-05-23 09:00:00,3.832,3.86,3.808,3.856,15914000.0,3.8167999999999997,0.0,0.0,3.803878894338175,3.8166844235772404,0.012805529239065194,65.21739130434779
2016-05-24 09:00:00,3.856,3.86,3.832,3.836,23084000.0,3.8207999999999998,0.0,0.0,3.8069081587469698,3.819765102586517,0.012856943839547164,57.294429708222815
2016-05-25 09:00:00,3.852,3.86,3.832,3.844,15418000.0,3.8259999999999996,0.0,0.0,3.810336827247779,3.823608673677751,0.013271846429971923,61.29032258064516
2016-05-26 09:00:00,3.824,3.848,3.82,3.828,19831500.0,3.8287999999999998,0.0,0.0,3.8119401210984214,3.8243018301104366,0.012361709012015165,55.813953488372086
2016-05-27 09:00:00,3.848,3.848,3.82,3.828,19773500.0,3.830799999999999,0.0,0.0,3.8133739436539678,3.824883248079615,0.011509304425647127,54.76190476190476
2016-05-30 09:00:00,3.84,3.84,3.82,3.824,16848000.0,3.8332,0.0,0.0,3.814308426220292,3.8247448524141063,0.010436426193814352,58.97435897435897
2016-05-31 09:00:00,3.82,3.844,3.816,3.824,89880000.0,3.8324,0.0,0.0,3.815149069552491,3.824628472793834,0.00947940324134322,56.09756097560975
2016-06-01 09:00:00,3.832,3.832,3.784,3.784,22015500.0,3.8275999999999994,0.0,0.0,3.8124810038825947,3.8182956613735235,0.0058146574909287985,50.199203187250994
2016-06-02 09:00:00,3.796,3.832,3.796,3.808,31276500.0,3.8263999999999996,0.0,0.0,3.812101578628741,3.8166941069431846,0.004592528314443456,54.545454545454554
2016-06-03 09:00:00,3.808,3.828,3.808,3.824,15292000.0,3.8256,0.0,0.0,3.8130985000453967,3.817828644075925,0.004730144030528294,51.236749116607776
2016-06-06 09:00:00,3.824,3.84,3.808,3.82,17636500.0,3.822,0.0,0.0,3.813671187374544,3.8181653490427867,0.004494161668242569,51.21951219512196
2016-06-07 09:00:00,3.812,3.84,3.812,3.824,29103000.0,3.8207999999999998,0.0,0.0,3.8145207076666345,3.8190690060872763,0.00454829842064175,47.82608695652174
2016-06-08 09:00:00,3.832,3.848,3.82,3.828,22146000.0,3.8192,0.0,0.0,3.8156203593700497,3.8204507921499036,0.004830432779853844,43.89312977099236
2016-06-09 09:00:00,3.84,3.84,3.804,3.808,22196000.0,3.8171999999999997,0.0,0.0,3.815003316199687,3.8185261078746024,0.0035227916749156485,43.47826086956521
